0.492	1.99762
0.493	2.00109
0.494	2.00457
0.495	2.00806
0.496	2.01156
0.497	2.01507
0.498	2.01858
0.499	2.0221
0.5	2.02563
0.501	2.02917
0.502	2.03272
0.503	2.03627
0.504	2.03983
0.505	2.04341
0.506	2.04699
0.507	2.05058
0.508	2.05417
0.509	2.05778
0.51	2.06139
0.511	2.06502
0.512	2.06865
0.513	2.07229
0.514	2.07594
0.515	2.07959
0.516	2.08326
0.517	2.08693
0.518	2.09061
0.519	2.09431
0.52	2.09801
0.521	2.10172
0.522	2.10543
0.523	2.10916
0.524	2.11289
0.525	2.11664
0.526	2.12039
0.527	2.12415
0.528	2.12792
0.529	2.1317
0.53	2.13549
0.531	2.13929
0.532	2.1431
0.533	2.14691
0.534	2.15073
0.535	2.15457
0.536	2.15841
0.537	2.16226
0.538	2.16612
0.539	2.16999
0.54	2.17387
0.541	2.17776
0.542	2.18165
0.543	2.18556
0.544	2.18948
0.545	2.1934
0.546	2.19733
0.547	2.20128
0.548	2.20523
0.549	2.20919
0.55	2.21316
0.551	2.21714
0.552	2.22113
0.553	2.22513
0.554	2.22914
0.555	2.23316
0.556	2.23719
0.557	2.24122
0.558	2.24527
0.559	2.24933
0.56	2.25339
0.561	2.25747
0.562	2.26155
0.563	2.26565
0.564	2.26975
0.565	2.27386
0.566	2.27799
0.567	2.28212
0.568	2.28626
0.569	2.29042
0.57	2.29458
0.571	2.29875
0.572	2.30294
0.573	2.30713
0.574	2.31133
0.575	2.31554
0.576	2.31976
0.577	2.324
0.578	2.32824
0.579	2.33249
0.58	2.33675
0.581	2.34102
0.582	2.34531
0.583	2.3496
0.584	2.3539
0.585	2.35821
0.586	2.36254
0.587	2.36687
0.588	2.37121
0.589	2.37557
0.59	2.37993
0.591	2.3843
0.592	2.38869
0.593	2.39308
0.594	2.39749
0.595	2.4019
0.596	2.40633
0.597	2.41077
0.598	2.41521
0.599	2.41967
0.6	2.42414
0.601	2.42862
0.602	2.43311
0.603	2.43761
0.604	2.44212
0.605	2.44664
0.606	2.45117
0.607	2.45571
0.608	2.46027
0.609	2.46483
0.61	2.4694
0.611	2.47399
0.612	2.47859
0.613	2.48319
0.614	2.48781
0.615	2.49244
0.616	2.49708
0.617	2.50173
0.618	2.5064
0.619	2.51107
0.62	2.51575
0.621	2.52045
0.622	2.52516
0.623	2.52987
0.624	2.5346
0.625	2.53934
0.626	2.54409
0.627	2.54886
0.628	2.55363
0.629	2.55842
0.63	2.56321
0.631	2.56802
0.632	2.57284
0.633	2.57767
0.634	2.58251
0.635	2.58737
0.636	2.59223
0.637	2.59711
0.638	2.602
0.639	2.6069
0.64	2.61181
0.641	2.61673
0.642	2.62167
0.643	2.62662
0.644	2.63157
0.645	2.63654
0.646	2.64153
0.647	2.64652
0.648	2.65153
0.649	2.65654
0.65	2.66157
0.651	2.66661
0.652	2.67167
